Attribute,unique artifact,Specific Location,state,Identifier1,Identifier2,Identifier3,Identifier4,Old Identifier,Influence Locations,Image Link1,Image Link2,,,"{Identifier} famous throughout India, originated in {specific location}",,,,,,,,,,,Attribute,state,
Medicine,Kerala Ayurveda,"Kerala; famous centers in Thrissur, Palakkad, and Kottakkal",Kerala,"The cradle of authentic Ayurveda, a science of life rooted in nature and holistic wellness","Our journey began with a commitment to preserve this ancient wisdom, crafting remedies that honor the traditions of our ancestors","Each product is a testament to the heritage of care, offering solutions deeply connected to natureÃ¢â‚¬â„¢sÃ‚ healingÃ‚ power",,"The cradle of authentic Ayurveda, a science of life rooted in nature and holistic wellness. Our journey began with a commitment to preserve this ancient wisdom, crafting remedies that honor the traditions of our ancestors. Each product is a testament to the heritage of care, offering solutions deeply connected to natureÃ¢â‚¬â„¢sÃ‚Â healingÃ‚Â power.",,https://keralaayurveda.store/?srsltid=AfmBOorHKdfXs8_omYsVmelAudGZ78CQ8OAvigD8JQo7j3hsE0qkyQWN,,,,,,,,,,,,,,,,,
Art,Kerala Mural Paintings,"Temples in Guruvayur, Ettumanoor, and Padmanabhapuram Palace",Kerala,"The frescos depicting Hindu mythology,display an abounding tradition of mural paintings mostly dating back between the 9th to 12th centuries CE when this form of art enjoyed royal patronage","The scriptural basis of these paintings can be found in the Sanskrit texts,Ã‚ Chithrasoothram",,,"The frescos depicting Hindu mythology,display an abounding tradition of mural paintings mostly dating back between the 9th to 12th centuries CE when this form of art enjoyed royal patronage.
 The scriptural basis of these paintings can be found in the Sanskrit texts,Ã‚Â Chithrasoothram.",,https://en.wikipedia.org/wiki/Kerala_mural_painting,,,,,,,,,,,,,,,,,
Religion,Sarpa Kavu,Tulunad,Kerala,"A traditional natural sacred space believed to be inhabited by snakes, and the area usually contains a representation of Naga Raja (King of the Snakes) and other Naga Devatas (snake deities), where offerings and rites are performed during special ceremonies","This is a Hindu ritual performed by the Naga descendants' sects like the Bunts and Nairs, and all castes hold the Sarpa Kavu in reverence, with access forbidden to the area unless forÃ‚ dueÃ‚ ceremonies",,,"A traditional natural sacred space believed to be inhabited by snakes, and the area usually contains a representation of Naga Raja (King of the Snakes) and other Naga Devatas (snake deities), where offerings and rites are performed during special ceremonies. This is a Hindu ritual performed by the Naga descendants' sects like the Bunts and Nairs, and all castes hold the Sarpa Kavu in reverence, with access forbidden to the area unless forÃ‚Â dueÃ‚Â ceremonies.",,https://en.wikipedia.org/wiki/Sarpa_Kavu,,,,,,,,,,,,,,,,,
Festival,Onam Festival,Thrikkakara,Kerala,An annual harvest and Hindu cultural festival.A major annual event for Keralites,it is the official festival of the state and includes a spectrum of culturalÃ‚ events,,,"An annual harvest and Hindu cultural festival.A major annual event for Keralites, it is the official festival of the state and includes a spectrum of culturalÃ‚Â events.",,https://en.wikipedia.org/wiki/Onam,,,,,,,,,,,,,,,,,
Cuisine,Appam,Syrian Christian from Kerala,Kerala,A type of thin pancake originating from South India made with fermented rice batter and coconut milk,"traditionally cooked in an appachatti, a deep pan similar inÃ‚ shapeÃ‚ toÃ‚ aÃ‚ wok",,,"A type of thin pancake originating from South India made with fermented rice batter and coconut milk, traditionally cooked in an appachatti, a deep pan similar inÃ‚Â shapeÃ‚Â toÃ‚Â aÃ‚Â wok.",Tamil Nadu,https://en.wikipedia.org/wiki/Appam,,,,,,,,,,,,,,,,,
Tourism,Kappad Beach,Kozhikode district,Kerala,"A beach and village near Koyilandy.A stone monument installed by government commemorates the ""landing"" by Vasco da Gama with the inscription, 'Vasco da Gama landed here","Kappakadavu, inÃ‚ theÃ‚ yearÃ‚ 1498'",,,"A beach and village near Koyilandy.A stone monument installed by government commemorates the ""landing"" by Vasco da Gama with the inscription, 'Vasco da Gama landed here, Kappakadavu, inÃ‚Â theÃ‚Â yearÃ‚Â 1498'.",,https://en.wikipedia.org/wiki/Kappad,,,,,,,,,,,,,,,,,
Tourism,Wayanad,Wayanad district,Kerala,"A district in the north-east of the India, with its administrative headquarters at the municipality of Kalpetta","It is the only plateau, Wayanad Plateau forms a continuation of the Mysore Plateau, the southern portion of theÃ‚ DeccanÃ‚ Plateau",,,"A district in the north-east of the India, with its administrative headquarters at the municipality of Kalpetta. It is the only plateau, Wayanad Plateau forms a continuation of the Mysore Plateau, the southern portion of theÃ‚Â DeccanÃ‚Â Plateau.",,https://en.wikipedia.org/wiki/Wayanad_district,,,,,,,,,,,,,,,,,
Tourism,Vembanad Lake,"Largest lake in Kerala; spans Alappuzha, Kottayam, and Ernakulam districts",Kerala,The longest lake in India,"The lake has an area of 2,033 square kilometers and a maximum length of 96.5 km.The Government of India has identified the Vembanad wetland under the National Wetlands ConservationÃ‚ Programme",,,"The longest lake in India. The lake has an area of 2,033 square kilometers and a maximum length of 96.5 km.The Government of India has identified the Vembanad wetland under the National Wetlands ConservationÃ‚Â Programme.",,https://en.wikipedia.org/wiki/Vembanad,,,,,,,,,,,,,,,,,
Art,Harmonium,"Lower Chitpur Road, Kolkata",West_Bengal,A keyboard instrument that is a lot like an organ,"It makes sound by blowing air through reeds, which are tuned to different pitches to make musical notes.This instrument allows the strings to be played by the hand on the bellows, and keys byÃ‚ theÃ‚ otherÃ‚ hand",,,"A keyboard instrument that is a lot like an organ. It makes sound by blowing air through reeds, which are tuned to different pitches to make musical notes.This instrument allows the strings to be played by the hand on the bellows, and keys byÃ‚Â theÃ‚Â otherÃ‚Â hand.",,https://simple.wikipedia.org/wiki/Harmonium,https://simple.wikipedia.org/wiki/Dwarkanath_Ghose,,,,,,,,,,,,,,,,
Dance_and_Music,Nat Sankirtan,Imphal East district,Manipur,"Art form, involving ritual singing, drumming and dancing performed in the temples and domestic spaces.Through the performances which exhibit unparalleled religious devotion and energy, the performers narrate the many stories of Krishna often moving the spectators to tears",It is practiced primarily by the Meitei Hindus by the VaishnavaÃ‚ Manipuri,,,"Art form, involving ritual singing, drumming and dancing performed in the temples and domestic spaces.Through the performances which exhibit unparalleled religious devotion and energy, the performers narrate the many stories of Krishna often moving the spectators to tears. It is practiced primarily by the Meitei Hindus by the VaishnavaÃ‚Â Manipuri.",Assam,https://en.m.wikipedia.org/wiki/Meitei_Sankirtana,,,,,,,,,,,,,,,,,
Dance_and_Music,Perini Shivatandavam,Warangal,Telangana,"An ancient dance form from which has been revived in recent time, called 'Dance of Warriors',prospered during the Kakatiya dynasty.It is performed in honour of Lord Shiva, the Hindu God and it is believed that in ancient times this was performed before the soldiers set to war",Nataraja Ramakrishna revived the art form by studying old manuscripts and sculptures at Ramappa Temple.It is a dance usually performedÃ‚ byÃ‚ males,,,"An ancient dance form from which has been revived in recent time, called 'Dance of Warriors',prospered during the Kakatiya dynasty.It is performed in honour of Lord Shiva, the Hindu God and it is believed that in ancient times this was performed before the soldiers set to war. Nataraja Ramakrishna revived the art form by studying old manuscripts and sculptures at Ramappa Temple.It is a dance usually performedÃ‚Â byÃ‚Â males.","Telangana, Andhra_Pradesh",https://en.wikipedia.org/wiki/Perini_Sivatandavam,,,,,,,,,,,,,,,,,
Rituals_and_Ceremonies,Dalai Lama's visits,Gangtok,Sikkim,"The head of the Gelug school ,the first Shunyi King of Ming China","He offered it in appreciation to the Gelug school's then-leader, Sonam Gyatso, who received it in 1578 at Yanghua Monastery","At that time, Sonam Gyatso had just given teachings to the Khan, and was also given to the entireÃ‚ tulkuÃ‚ lineage",,"The head of the Gelug school ,the first Shunyi King of Ming China. He offered it in appreciation to the Gelug school's then-leader, Sonam Gyatso, who received it in 1578 at Yanghua Monastery. At that time, Sonam Gyatso had just given teachings to the Khan, and was also given to the entireÃ‚Â tulkuÃ‚Â lineage.","Arunachal_Pradesh , Himachal_Pradesh , Bihar",https://en.wikipedia.org/wiki/Dalai_Lama,,,,,,,,,,,,,,,,,
Language,Vasavi language,Bharuch district in Gujarat and Dhule district of Maharastra,Gujarat,A Western Indo-Aryan language spoken by the Bhil people,"though not intelligible with Bhili.The language goes by various names Adiwasi Bhil,Ã‚ (Padwi)Bhilori",,,"A Western Indo-Aryan language spoken by the Bhil people, though not intelligible with Bhili.The language goes by various names Adiwasi Bhil,Ã‚Â (Padwi)Bhilori.",Maharashtra,https://en.m.wikipedia.org/wiki/Vasavi_language,,,,,,,,,,,,,,,,,
History,Brahmaputra River,Tibetan Plateau,Assam,"A trans-boundary river which flows through Southwestern China, Northeastern India, and Bangladesh, known as Brahmaputra or Luit in Assamese, originates in the Manasarovar Lake region","It is the 9th largest river in the world by discharge, and theÃ‚ 15thÃ‚ longest",,,"A trans-boundary river which flows through Southwestern China, Northeastern India, and Bangladesh, known as Brahmaputra or Luit in Assamese, originates in the Manasarovar Lake region. It is the 9th largest river in the world by discharge, and theÃ‚Â 15thÃ‚Â longest.",Arunachal_Pradesh,https://en.wikipedia.org/wiki/Brahmaputra_River,,,,,,,,,,,,,,,,,
Language,Nagpuri Language,Chhotanagpur Plateau,Jharkhand,"An Indo-Aryan language spoken in the west ,the native language of the Sadan, the Indo-AryanÃ‚ ethnicÃ‚ group.According to the 2011 Census, it is spoken by 5.1 million people as a first language",Around 7 million speak it as their second language based on a studyÃ‚ fromÃ‚ 2007,,,"An Indo-Aryan language spoken in the west ,the native language of the Sadan, the Indo-AryanÃ‚Â ethnicÃ‚Â group.According to the 2011 Census, it is spoken by 5.1 million people as a first language. Around 7 million speak it as their second language based on a studyÃ‚Â fromÃ‚Â 2007.","Odisha , Bihar ,Chhattisgarh",https://www.google.co.in/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwjH38jTzriNAxUodvUHHVZlACMQFnoECBoQAQ&url=https%3A%2F%2Fen.wikipedia.org%2Fwiki%2FNagpuri_language&usg=AOvVaw2-mxC73jgW5jxWFC6ZD0b1&opi=89978449,,,,,,,,,,,,,,,,,
Language,Kurukh,Chhotanagpur Plateau,Jharkhand,A North Dravidian language spoken by the Kurukh (Oraon) and Kisan people of East India,It is spoken by about two million people in the Indian,It belongs to the Northern Dravidian group of the Dravidian familyÃ‚ languages,,A North Dravidian language spoken by the Kurukh (Oraon) and Kisan people of East India. It is spoken by about two million people in the Indian. It belongs to the Northern Dravidian group of the Dravidian familyÃ‚Â languages.,"Odisha ,Chhattisgarh , West_Bengal",https://www.google.co.in/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwinwKbd0LiNAxWd4TgGHaBTBfcQFnoECBsQAQ&url=https%3A%2F%2Fen.wikipedia.org%2Fwiki%2FKurukh_language&usg=AOvVaw3C4JnLgQdywJj1N_EzBk9a&opi=89978449,,,,,,,,,,,,,,,,,
Art,Dhokra metal casting craft state,"Ranchi, Khunti, Ramgarh, Hazaribagh, and Dumka",Jharkhand,NonÃ¢â‚¬â€œferrous metal casting using the lost-wax casting technique,"This sort of metal casting has been used for over 4,000 years and is still used","One of the earliest known lost wax artifacts is the dancing girl of Mohenjo-Daro. The product of dhokra artisans are in great demand in domestic and foreign markets because of primitive simplicity, enchanting folk motifs andÃ‚ forcefulÃ‚ form",,"NonÃ¢â‚¬â€œferrous metal casting using the lost-wax casting technique. This sort of metal casting has been used for over 4,000 years and is still used. One of the earliest known lost wax artifacts is the dancing girl of Mohenjo-Daro. The product of dhokra artisans are in great demand in domestic and foreign markets because of primitive simplicity, enchanting folk motifs andÃ‚Â forcefulÃ‚Â form.","Jharkhand, Chhattisgarh, Odisha, West_Bengal, Telangana",https://www.google.co.in/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwiAxYWs0biNAxVNyDgGHScSI34QFnoECBwQAQ&url=https%3A%2F%2Fen.wikipedia.org%2Fwiki%2FDhokra&usg=AOvVaw0QROCq4tn9fg4gAHf7oaQg&opi=89978449,https://en.wikipedia.org/wiki/Dhokra,,,,,,,,,,,,,,,,
Dance_and_Music,Paika dance,Chotanagpur plateau,Jharkhand,A Sadani Nagpuri martial folk dance,"In the dance, people wear dhoti, a turban with peacock feathers in it","They hold sword in their right hand, a shield in their left hand and dance to the tune of musical instruments of Nagara, Dhak, Shehnai and Narsingh,done by men and reflect valour , performed at weddingsÃ‚ andÃ‚ functions",,"A Sadani Nagpuri martial folk dance. In the dance, people wear dhoti, a turban with peacock feathers in it. They hold sword in their right hand, a shield in their left hand and dance to the tune of musical instruments of Nagara, Dhak, Shehnai and Narsingh,done by men and reflect valour , performed at weddingsÃ‚Â andÃ‚Â functions.","Chhattisgarh, and Odisha",https://www.google.co.in/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwif_Km94biNAxUbwjgGHa-6EOYQFnoECDoQAQ&url=https%3A%2F%2Fen.wikipedia.org%2Fwiki%2FPaiki_dance&usg=AOvVaw3zpDiOr2d1z02xYRiQcVL3&opi=89978449,,,,,,,,,,,,,,,,,
